machine_id,timestamp,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,state,label_horizon,_keep_for_training
machine_01,2026-09-10T17:34:47.401816,303.775,312.873,1441.293,48.603,12.17,0,healthy,0,True
machine_01,2026-09-10T17:35:17.401816,303.738,312.825,1439.558,48.285,12.638,0,healthy,0,True
machine_01,2026-09-10T17:35:47.401816,303.859,312.878,1436.049,48.026,13.165,0,healthy,0,True
machine_01,2026-09-10T17:36:17.401816,303.751,312.937,1437.466,48.565,14.09,0,healthy,0,True
machine_01,2026-09-10T17:36:47.401816,303.798,312.871,1444.24,48.171,14.559,0,healthy,0,True
machine_01,2026-09-10T17:37:17.401816,303.81,312.97,1442.803,48.266,14.803,0,healthy,0,True
machine_01,2026-09-10T17:37:47.401816,303.813,312.882,1447.556,48.422,15.565,0,healthy,0,True
machine_01,2026-09-10T17:38:17.401816,303.727,312.839,1450.291,48.79,16.101,0,healthy,0,True
machine_01,2026-09-10T17:38:47.401816,303.887,312.851,1437.507,48.483,16.525,0,healthy,0,True
machine_01,2026-09-10T17:39:17.401816,303.79,312.915,1449.068,48.326,17.023,0,healthy,0,True
machine_01,2026-09-10T17:39:47.401816,303.797,312.862,1435.879,48.05,17.113,0,healthy,0,True
machine_01,2026-09-10T17:40:17.401816,303.721,312.901,1439.569,48.207,17.797,0,healthy,0,True
machine_01,2026-09-10T17:40:47.401816,303.88,312.893,1438.505,48.236,18.404,0,healthy,0,True
machine_01,2026-09-10T17:41:17.401816,303.735,312.904,1443.146,49.015,18.94,0,healthy,0,True
machine_01,2026-09-10T17:41:47.401816,303.783,312.835,1439.034,48.39,19.269,0,healthy,0,True
machine_01,2026-09-10T17:42:17.401816,303.761,312.804,1441.183,47.998,19.623,0,healthy,0,True
machine_01,2026-09-10T17:42:47.401816,303.794,312.822,1434.633,48.905,19.948,0,healthy,0,True
machine_01,2026-09-10T17:43:17.401816,303.91,313.03,1436.117,48.195,20.228,0,healthy,0,True
machine_01,2026-09-10T17:43:47.401816,303.741,312.889,1445.904,48.424,21.074,0,healthy,0,True
machine_01,2026-09-10T17:44:17.401816,303.718,312.889,1440.662,48.366,21.547,0,healthy,0,True
machine_01,2026-09-10T17:44:47.401816,303.86,312.907,1443.766,48.315,22.142,0,healthy,0,True
machine_01,2026-09-10T17:45:17.401816,303.819,312.896,1452.512,48.747,22.497,0,healthy,0,True
machine_01,2026-09-10T17:45:47.401816,303.734,312.953,1443.319,48.436,22.845,0,healthy,0,True
machine_01,2026-09-10T17:46:17.401816,303.827,312.85,1439.632,48.375,23.53,0,healthy,0,True
machine_01,2026-09-10T17:46:47.401816,303.794,312.889,1442.766,48.718,23.972,0,healthy,0,True
machine_01,2026-09-10T17:47:17.401816,303.811,312.913,1440.132,47.801,24.424,0,healthy,0,True
machine_01,2026-09-10T17:47:47.401816,303.708,312.939,1440.35,48.283,25.27,0,healthy,0,True
machine_01,2026-09-10T17:48:17.401816,303.878,312.926,1450.699,48.635,25.703,0,healthy,0,True
machine_01,2026-09-10T17:48:47.401816,303.826,312.937,1440.511,48.319,26.552,0,healthy,0,True
machine_01,2026-09-10T17:49:17.401816,303.73,312.935,1441.043,48.633,27.25,0,healthy,0,True
machine_01,2026-09-10T17:49:47.401816,303.844,312.83,1441.664,47.967,28.114,0,healthy,0,True
machine_01,2026-09-10T17:50:17.401816,303.838,312.869,1436.909,48.309,28.916,0,healthy,0,True
machine_01,2026-09-10T17:50:47.401816,303.819,312.952,1445.057,47.649,29.282,0,healthy,0,True
machine_01,2026-09-10T17:51:17.401816,303.825,312.972,1431.639,48.132,29.796,0,healthy,0,True
machine_01,2026-09-10T17:51:47.401816,303.888,312.916,1446.251,48.138,29.98,0,healthy,0,True
machine_01,2026-09-10T17:52:17.401816,303.814,312.91,1443.358,48.055,30.694,0,healthy,0,True
machine_01,2026-09-10T17:52:47.401816,303.823,312.945,1436.684,48.264,31.163,0,healthy,0,True
machine_01,2026-09-10T17:53:17.401816,303.751,312.909,1446.24,48.303,31.514,0,healthy,0,True
machine_01,2026-09-10T17:53:47.401816,303.85,312.925,1453.689,48.242,32.186,0,healthy,0,True
machine_01,2026-09-10T17:54:17.401816,303.773,312.905,1448.576,47.845,33.007,0,healthy,0,True
machine_01,2026-09-10T17:54:47.401816,303.753,312.92,1444.632,48.379,33.186,0,healthy,0,True
machine_01,2026-09-10T17:55:17.401816,303.803,312.879,1444.307,48.499,33.224,0,healthy,0,True
machine_01,2026-09-10T17:55:47.401816,303.814,312.924,1438.461,48.249,33.876,0,healthy,1,True
machine_01,2026-09-10T17:56:17.401816,303.776,312.923,1440.665,48.267,34.54,0,healthy,1,True
machine_01,2026-09-10T17:56:47.401816,303.723,312.834,1430.281,48.107,34.642,0,healthy,1,True
machine_01,2026-09-10T17:57:17.401816,303.812,312.949,1448.667,48.28,35.085,0,healthy,1,True
machine_01,2026-09-10T17:57:47.401816,303.75,312.873,1434.565,48.048,35.603,0,healthy,1,True
machine_01,2026-09-10T17:58:17.401816,303.903,312.838,1443.973,48.004,36.264,0,healthy,1,True
machine_01,2026-09-10T17:58:47.401816,303.691,312.941,1438.962,48.148,36.738,0,healthy,1,True
machine_01,2026-09-10T17:59:17.401816,303.826,312.892,1443.65,48.403,37.107,0,healthy,1,True
machine_01,2026-09-10T17:59:47.401816,303.712,312.948,1440.335,48.617,37.538,0,healthy,1,True
machine_01,2026-09-10T18:00:17.401816,303.821,312.987,1452.43,48.32,38.012,0,healthy,1,True
machine_01,2026-09-10T18:00:47.401816,303.749,312.915,1441.87,48.389,38.727,0,healthy,1,True
machine_01,2026-09-10T18:01:17.401816,303.676,312.85,1439.697,48.217,38.91,0,healthy,1,True
machine_01,2026-09-10T18:01:47.401816,303.743,312.916,1439.956,48.219,39.631,0,healthy,1,True
machine_01,2026-09-10T18:02:17.401816,303.78,312.947,1436.265,48.302,40.255,0,healthy,1,True
machine_01,2026-09-10T18:02:47.401816,303.886,312.904,1444.917,48.284,40.799,0,healthy,1,True
machine_01,2026-09-10T18:03:17.401816,303.826,312.862,1445.342,48.608,41.143,0,healthy,1,True
machine_01,2026-09-10T18:03:47.401816,303.827,312.886,1446.698,47.78,41.586,0,healthy,1,True
machine_01,2026-09-10T18:04:17.401816,303.711,312.961,1446.495,48.096,41.688,0,healthy,1,True
machine_01,2026-09-10T18:04:47.401816,303.768,313.008,1444.184,48.141,41.781,0,healthy,1,True
machine_01,2026-09-10T18:05:17.401816,303.782,312.904,1441.568,48.525,41.969,0,healthy,1,True
machine_01,2026-09-10T18:05:47.401816,303.759,312.94,1450.18,48.024,42.602,0,healthy,1,True
machine_01,2026-09-10T18:06:17.401816,303.789,312.963,1439.778,48.713,43.369,0,healthy,1,True
machine_01,2026-09-10T18:06:47.401816,303.893,312.884,1437.274,48.173,43.921,0,healthy,1,True
machine_01,2026-09-10T18:07:17.401816,303.838,312.876,1447.764,47.62,44.108,0,healthy,1,True
machine_01,2026-09-10T18:07:47.401816,303.751,312.911,1441.1,48.228,44.271,0,healthy,1,True
machine_01,2026-09-10T18:08:17.401816,303.74,312.932,1445.328,48.409,44.811,0,healthy,1,True
machine_01,2026-09-10T18:08:47.401816,303.922,312.896,1440.458,48.086,45.371,0,healthy,1,True
machine_01,2026-09-10T18:09:17.401816,303.747,312.897,1443.679,48.315,45.622,0,healthy,1,True
machine_01,2026-09-10T18:09:47.401816,303.844,312.893,1438.721,48.456,46.302,0,healthy,1,True
machine_01,2026-09-10T18:10:17.401816,303.796,312.912,1437.482,48.354,46.512,0,healthy,1,True
machine_01,2026-09-10T18:10:47.401816,303.875,312.889,1443.825,47.615,47.279,0,healthy,1,True
machine_01,2026-09-10T18:11:17.401816,303.736,312.932,1452.03,47.966,47.721,0,healthy,1,True
machine_01,2026-09-10T18:11:47.401816,303.896,312.845,1443.251,48.818,48.268,0,healthy,1,True
machine_01,2026-09-10T18:12:17.401816,303.775,312.877,1446.081,48.369,48.511,0,healthy,1,True
machine_01,2026-09-10T18:12:47.401816,303.766,312.957,1438.848,48.119,49.115,0,healthy,1,True
machine_01,2026-09-10T18:13:17.401816,303.827,312.825,1444.702,48.006,49.767,0,healthy,1,True
machine_01,2026-09-10T18:13:47.401816,303.827,312.864,1435.559,48.503,49.982,0,healthy,1,True
machine_01,2026-09-10T18:14:17.401816,303.887,312.88,1442.161,48.376,50.36,0,healthy,1,True
machine_01,2026-09-10T18:14:47.401816,303.768,312.882,1448.843,48.004,50.954,0,healthy,1,True
machine_01,2026-09-10T18:15:17.401816,303.952,312.882,1432.274,48.212,51.776,0,healthy,1,True
machine_01,2026-09-10T18:15:47.401816,303.734,312.926,1444.634,47.875,52.238,0,healthy,1,True
machine_01,2026-09-10T18:16:17.401816,303.81,312.885,1441.287,48.475,53.149,0,healthy,1,True
machine_01,2026-09-10T18:16:47.401816,303.777,312.982,1441.125,48.774,53.681,0,healthy,1,True
machine_01,2026-09-10T18:17:17.401816,303.819,312.861,1442.891,48.645,54.299,0,healthy,1,True
machine_01,2026-09-10T18:17:47.401816,303.799,312.86,1440.281,48.277,54.46,0,healthy,1,True
machine_01,2026-09-10T18:18:17.401816,303.829,312.877,1429.12,48.523,54.637,0,healthy,1,True
machine_01,2026-09-10T18:18:47.401816,303.721,312.937,1443.754,48.977,54.995,0,healthy,1,True
machine_01,2026-09-10T18:19:17.401816,303.79,312.936,1445.139,48.656,55.572,0,healthy,1,True
machine_01,2026-09-10T18:19:47.401816,303.771,312.935,1449.525,48.17,55.985,0,healthy,1,True
machine_01,2026-09-10T18:20:17.401816,303.785,312.942,1430.692,48.065,56.548,0,healthy,1,True
machine_01,2026-09-10T18:20:47.401816,303.742,312.859,1440.99,48.616,56.584,0,healthy,1,True
machine_01,2026-09-10T18:21:17.401816,303.797,312.947,1437.099,48.041,56.878,0,healthy,1,True
machine_01,2026-09-10T18:21:47.401816,303.839,312.899,1445.524,48.006,57.333,0,healthy,1,True
machine_01,2026-09-10T18:22:17.401816,303.727,312.83,1445.444,48.2,57.791,0,healthy,1,True
machine_01,2026-09-10T18:22:47.401816,303.867,312.798,1434.484,48.038,58.272,0,healthy,1,True
machine_01,2026-09-10T18:23:17.401816,303.846,312.849,1436.378,48.427,58.828,0,healthy,1,True
machine_01,2026-09-10T18:23:47.401816,303.789,312.912,1442.794,48.521,59.438,0,healthy,1,True
machine_01,2026-09-10T18:24:17.401816,303.666,312.945,1447.965,48.01,59.614,0,healthy,1,True
machine_01,2026-09-10T18:24:47.401816,303.856,312.98,1444.593,48.194,60.134,0,healthy,1,True
machine_01,2026-09-10T18:25:17.401816,303.782,312.855,1452.289,48.807,60.636,0,healthy,1,True
machine_01,2026-09-10T18:25:47.401816,303.851,312.929,1444.222,48.655,60.952,0,healthy,1,True
machine_01,2026-09-10T18:26:17.401816,303.838,312.915,1433.043,48.324,61.6,0,healthy,1,True
machine_01,2026-09-10T18:26:47.401816,303.9,312.977,1448.826,48.373,61.844,0,healthy,1,True
machine_01,2026-09-10T18:27:17.401816,303.812,312.851,1443.994,48.317,62.347,0,healthy,1,True
machine_01,2026-09-10T18:27:47.401816,303.795,312.98,1446.491,48.303,62.836,0,healthy,1,True
machine_01,2026-09-10T18:28:17.401816,303.788,312.852,1441.241,48.088,63.345,0,healthy,1,True
machine_01,2026-09-10T18:28:47.401816,303.823,312.82,1441.384,48.583,63.947,0,healthy,1,True
machine_01,2026-09-10T18:29:17.401816,303.802,312.862,1436.558,48.398,64.653,0,healthy,1,True
machine_01,2026-09-10T18:29:47.401816,303.866,312.894,1435.752,48.209,65.41,0,healthy,1,True
machine_01,2026-09-10T18:30:17.401816,303.765,312.911,1439.469,48.122,65.87,0,healthy,1,True
machine_01,2026-09-10T18:30:47.401816,303.815,312.912,1436.278,48.163,66.289,0,healthy,1,True
machine_01,2026-09-10T18:31:17.401816,303.674,312.817,1442.146,48.309,66.557,0,healthy,1,True
machine_01,2026-09-10T18:31:47.401816,303.64,312.918,1449.841,47.98,67.3,0,healthy,1,True
machine_01,2026-09-10T18:32:17.401816,303.747,312.885,1449.169,48.822,67.649,0,healthy,1,True
machine_01,2026-09-10T18:32:47.401816,303.802,312.978,1441.531,48.337,68.53,0,healthy,1,True
machine_01,2026-09-10T18:33:17.401816,303.851,312.868,1446.866,48.197,69.666,0,healthy,1,True
machine_01,2026-09-10T18:33:47.401816,303.802,312.912,1442.07,48.396,70.348,0,healthy,1,True
machine_01,2026-09-10T18:34:17.401816,303.84,312.856,1434.757,48.283,70.46,0,healthy,1,True
machine_01,2026-09-10T18:34:47.401816,303.85,312.84,1439.956,48.134,70.821,0,healthy,1,True
machine_01,2026-09-10T18:35:17.401816,303.74,312.932,1442.316,47.762,71.377,0,healthy,1,True
machine_01,2026-09-10T18:35:47.401816,303.787,312.895,1441.859,48.364,71.875,0,healthy,1,True
machine_01,2026-09-10T18:36:17.401816,303.73,312.851,1443.451,48.654,72.153,0,healthy,1,True
machine_01,2026-09-10T18:36:47.401816,303.698,312.863,1439.199,48.184,72.153,0,healthy,1,True
machine_01,2026-09-10T18:37:17.401816,303.863,312.87,1437.67,48.436,72.591,0,healthy,1,True
machine_01,2026-09-10T18:37:47.401816,303.806,312.893,1449.976,48.123,73.169,0,healthy,1,True
machine_01,2026-09-10T18:38:17.401816,303.724,312.903,1436.595,48.086,73.623,0,healthy,1,True
machine_01,2026-09-10T18:38:47.401816,303.763,312.944,1447.813,48.708,74.235,0,healthy,1,True
machine_01,2026-09-10T18:39:17.401816,303.688,312.886,1437.646,48.334,75.007,0,healthy,1,True
machine_01,2026-09-10T18:39:47.401816,303.912,312.892,1444.078,48.234,75.474,0,healthy,1,True
machine_01,2026-09-10T18:40:17.401816,303.827,312.952,1450.273,48.388,75.975,0,healthy,1,True
machine_01,2026-09-10T18:40:47.401816,303.795,312.942,1446.349,48.36,76.245,0,healthy,1,True
machine_01,2026-09-10T18:41:17.401816,303.872,312.913,1440.214,48.395,76.843,0,healthy,1,True
machine_01,2026-09-10T18:41:47.401816,303.582,312.823,1444.269,48.436,77.42,0,healthy,1,True
machine_01,2026-09-10T18:42:17.401816,303.882,312.878,1453.264,48.299,77.777,0,healthy,1,True
machine_01,2026-09-10T18:42:47.401816,303.808,312.855,1441.449,48.29,78.601,0,healthy,1,True
machine_01,2026-09-10T18:43:17.401816,303.756,312.941,1442.174,48.22,79.05,0,healthy,1,True
machine_01,2026-09-10T18:43:47.401816,303.837,312.855,1436.769,48.614,79.594,0,healthy,1,True
machine_01,2026-09-10T18:44:17.401816,303.827,312.921,1434.313,48.365,79.811,0,healthy,1,True
machine_01,2026-09-10T18:44:47.401816,303.838,312.837,1443.662,48.214,80.386,0,healthy,1,True
machine_01,2026-09-10T18:45:17.401816,303.888,312.98,1448.603,48.269,81.06,0,healthy,1,True
machine_01,2026-09-10T18:45:47.401816,303.807,312.906,1446.137,48.283,81.713,0,healthy,1,True
machine_01,2026-09-10T18:46:17.401816,303.838,312.9,1443.708,48.49,82.13,0,healthy,1,True
machine_01,2026-09-10T18:46:47.401816,303.823,312.845,1449.243,48.158,82.782,0,healthy,1,True
machine_01,2026-09-10T18:47:17.401816,303.739,312.902,1440.625,48.204,83.072,0,healthy,1,True
machine_01,2026-09-10T18:47:47.401816,303.819,312.918,1445.094,47.701,83.64,0,healthy,1,True
machine_01,2026-09-10T18:48:17.401816,303.802,312.9,1447.25,48.637,83.704,0,healthy,1,True
machine_01,2026-09-10T18:48:47.401816,303.829,312.876,1441.993,48.58,84.104,0,healthy,1,True
machine_01,2026-09-10T18:49:17.401816,303.84,312.857,1446.891,48.499,84.765,0,healthy,1,True
machine_01,2026-09-10T18:49:47.401816,303.749,312.876,1444.725,48.028,85.113,0,healthy,1,True
machine_01,2026-09-10T18:50:17.401816,303.788,312.905,1454.279,47.909,85.365,0,healthy,1,True
machine_01,2026-09-10T18:50:47.401816,303.825,312.905,1444.233,48.256,85.895,0,healthy,1,True
machine_01,2026-09-10T18:51:17.401816,303.868,312.871,1441.697,47.995,86.303,0,healthy,1,True
machine_01,2026-09-10T18:51:47.401816,303.795,312.891,1436.403,48.235,87.092,0,healthy,1,True
machine_01,2026-09-10T18:52:17.401816,303.814,312.959,1456.107,48.133,87.41,0,healthy,1,True
machine_01,2026-09-10T18:52:47.401816,303.791,312.919,1442.311,48.331,87.959,0,healthy,1,True
machine_01,2026-09-10T18:53:17.401816,303.708,312.929,1440.61,48.131,88.179,0,healthy,1,True
machine_01,2026-09-10T18:53:47.401816,303.811,312.871,1448.158,48.749,88.838,0,healthy,1,True
machine_01,2026-09-10T18:54:17.401816,303.874,312.95,1445.084,48.47,89.533,0,healthy,1,True
machine_01,2026-09-10T18:54:47.401816,303.842,312.84,1438.01,48.67,89.813,0,healthy,1,True
machine_01,2026-09-10T18:55:17.401816,303.784,312.849,1440.793,48.329,90.611,0,healthy,1,True
machine_01,2026-09-10T18:55:47.401816,303.778,312.916,1437.035,48.428,91.337,0,healthy,1,True
machine_01,2026-09-10T18:56:17.401816,303.786,312.892,1440.643,48.803,91.687,0,healthy,1,True
machine_01,2026-09-10T18:56:47.401816,303.675,312.86,1440.679,48.105,92.139,0,healthy,1,True
machine_01,2026-09-10T18:57:17.401816,303.877,312.903,1442.187,48.275,92.606,0,healthy,1,True
machine_01,2026-09-10T18:57:47.401816,303.661,312.811,1439.272,48.304,93.449,0,healthy,1,True
machine_01,2026-09-10T18:58:17.401816,303.777,312.945,1447.173,48.352,94.044,0,healthy,1,True
machine_01,2026-09-10T18:58:47.401816,303.766,312.931,1442.555,48.3,94.599,0,healthy,1,True
machine_01,2026-09-10T18:59:17.401816,303.715,312.847,1440.176,48.228,94.608,0,healthy,1,True
machine_01,2026-09-10T18:59:47.401816,303.749,313.01,1451.048,48.183,94.911,0,healthy,1,True
machine_01,2026-09-10T19:00:17.401816,303.686,312.895,1436.989,48.276,95.182,0,healthy,1,True
machine_01,2026-09-10T19:00:47.401816,303.809,312.916,1444.096,47.925,95.529,0,healthy,1,True
machine_01,2026-09-10T19:01:17.401816,303.838,312.9,1435.088,48.21,95.869,0,healthy,1,True
machine_01,2026-09-10T19:01:47.401816,303.792,312.968,1447.06,48.227,96.492,0,healthy,1,True
machine_01,2026-09-10T19:02:17.401816,303.917,312.845,1437.347,48.722,97.378,0,healthy,1,True
machine_01,2026-09-10T19:02:47.401816,303.771,312.919,1441.486,48.115,97.614,0,healthy,1,True
machine_01,2026-09-10T19:03:17.401816,303.747,313.002,1443.494,48.552,97.971,0,healthy,1,True
machine_01,2026-09-10T19:03:47.401816,303.757,312.782,1435.08,47.785,98.434,0,healthy,1,True
machine_01,2026-09-10T19:04:17.401816,303.879,312.898,1448.481,48.417,98.695,0,healthy,1,True
machine_01,2026-09-10T19:04:47.401816,303.831,312.933,1439.104,48.459,99.015,0,healthy,1,True
machine_01,2026-09-10T19:05:17.401816,303.733,312.847,1442.434,48.393,99.405,0,healthy,1,True
machine_01,2026-09-10T19:05:47.401816,303.834,312.928,1449.793,48.663,99.91,0,healthy,1,True
machine_01,2026-09-10T19:06:17.401816,303.768,312.947,1442.341,48.183,100.747,0,healthy,1,True
machine_01,2026-09-10T19:06:47.401816,303.707,312.943,1449.617,48.074,101.213,0,healthy,1,True
machine_01,2026-09-10T19:07:17.401816,303.762,312.935,1441.806,48.794,101.568,0,healthy,1,True
machine_01,2026-09-10T19:07:47.401816,303.806,312.935,1439.754,48.286,102.268,0,healthy,1,True
machine_01,2026-09-10T19:08:17.401816,303.84,312.929,1444.981,48.737,102.6,0,healthy,1,True
machine_01,2026-09-10T19:08:47.401816,303.822,312.872,1442.117,48.13,103.025,0,healthy,1,True
machine_01,2026-09-10T19:09:17.401816,303.787,312.953,1431.1,47.728,103.598,0,healthy,1,True
machine_01,2026-09-10T19:09:47.401816,303.815,312.841,1441.883,48.869,104.11,0,healthy,1,True
machine_01,2026-09-10T19:10:17.401816,303.774,312.882,1431.308,48.373,104.644,0,healthy,1,True
machine_01,2026-09-10T19:10:47.401816,303.76,312.848,1437.152,48.315,104.829,0,healthy,1,True
machine_01,2026-09-10T19:11:17.401816,303.845,312.889,1429.542,48.017,105.452,0,healthy,1,True
machine_01,2026-09-10T19:11:47.401816,303.779,312.847,1446.04,48.108,105.508,0,healthy,1,True
machine_01,2026-09-10T19:12:17.401816,303.91,312.891,1443.888,47.878,106.121,0,healthy,1,True
machine_01,2026-09-10T19:12:47.401816,303.767,312.899,1434.151,48.365,106.469,0,healthy,1,True
machine_01,2026-09-10T19:13:17.401816,303.705,312.894,1445.726,47.766,107.027,0,healthy,1,True
machine_01,2026-09-10T19:13:47.401816,303.816,312.918,1451.338,48.433,107.702,0,healthy,1,True
machine_01,2026-09-10T19:14:17.401816,303.787,312.864,1444.148,48.425,108.745,0,healthy,1,True
machine_01,2026-09-10T19:14:47.401816,303.938,312.915,1438.323,48.56,109.038,0,healthy,1,True
machine_01,2026-09-10T19:15:17.401816,303.834,312.842,1443.771,48.844,109.488,0,healthy,1,True
machine_01,2026-09-10T19:15:47.401816,303.77,312.882,1440.725,48.193,109.912,0,healthy,1,True
machine_01,2026-09-10T19:16:17.401816,303.851,312.883,1443.893,47.98,110.066,0,healthy,1,True
machine_01,2026-09-10T19:16:47.401816,303.857,312.832,1446.164,48.415,110.815,0,healthy,1,True
machine_01,2026-09-10T19:17:17.401816,303.822,312.925,1442.89,48.383,111.31,0,healthy,1,True
machine_01,2026-09-10T19:17:47.401816,303.629,312.886,1441.173,47.802,112.055,0,healthy,1,True
machine_01,2026-09-10T19:18:17.401816,303.735,312.915,1437.401,48.109,112.805,0,healthy,1,True
machine_01,2026-09-10T19:18:47.401816,303.828,312.817,1451.352,48.471,113.196,0,healthy,1,True
machine_01,2026-09-10T19:19:17.401816,303.716,312.953,1440.373,48.242,113.811,0,healthy,1,True
machine_01,2026-09-10T19:19:47.401816,303.841,312.911,1445.273,48.298,114.195,0,healthy,1,True
machine_01,2026-09-10T19:20:17.401816,303.933,312.83,1448.332,48.689,114.612,0,healthy,1,True
machine_01,2026-09-10T19:20:47.401816,303.859,312.943,1442.141,48.238,115.557,0,healthy,1,True
machine_01,2026-09-10T19:21:17.401816,303.884,312.908,1437.423,48.534,116.136,0,healthy,1,True
machine_01,2026-09-10T19:21:47.401816,303.845,312.888,1437.335,48.053,116.766,0,healthy,1,True
machine_01,2026-09-10T19:22:17.401816,303.795,312.88,1427.157,47.946,117.314,0,healthy,1,True
machine_01,2026-09-10T19:22:47.401816,303.822,312.838,1449.225,48.259,117.681,0,healthy,1,True
machine_01,2026-09-10T19:23:17.401816,303.891,312.886,1439.021,48.207,118.646,0,healthy,1,True
machine_01,2026-09-10T19:23:47.401816,303.776,312.965,1441.426,48.953,119.125,0,healthy,1,True
machine_01,2026-09-10T19:24:17.401816,303.821,312.943,1438.361,48.057,119.982,0,healthy,1,True
machine_01,2026-09-10T19:24:47.401816,303.802,312.843,1435.169,47.894,120.68,0,healthy,1,True
machine_01,2026-09-10T19:25:17.401816,303.867,312.899,1430.649,48.246,121.202,0,healthy,1,True
machine_01,2026-09-10T19:25:47.401816,303.713,312.883,1450.567,48.428,122.121,0,healthy,1,True
machine_01,2026-09-10T19:26:17.401816,303.82,312.935,1437.935,48.55,122.644,0,healthy,1,True
machine_01,2026-09-10T19:26:47.401816,303.811,312.873,1441.886,48.123,123.209,0,healthy,1,True
machine_01,2026-09-10T19:27:17.401816,303.734,312.914,1436.224,48.502,123.639,0,healthy,1,True
machine_01,2026-09-10T19:27:47.401816,303.763,312.959,1443.659,48.24,124.025,0,healthy,1,True
machine_01,2026-09-10T19:28:17.401816,303.797,312.989,1442.665,48.319,124.104,0,healthy,1,True
machine_01,2026-09-10T19:28:47.401816,303.681,312.825,1443.056,48.097,124.783,0,healthy,1,True
machine_01,2026-09-10T19:29:17.401816,303.684,312.843,1428.192,48.233,125.22,0,healthy,1,True
machine_01,2026-09-10T19:29:47.401816,303.864,312.953,1441.144,47.693,125.635,0,healthy,1,True
machine_01,2026-09-10T19:30:17.401816,303.818,312.944,1436.15,48.871,126.246,0,healthy,1,True
machine_01,2026-09-10T19:30:47.401816,303.699,312.859,1449.615,48.226,126.896,0,healthy,1,True
machine_01,2026-09-10T19:31:17.401816,303.794,312.961,1440.812,47.794,127.444,0,healthy,1,True
machine_01,2026-09-10T19:31:47.401816,303.824,312.83,1438.362,48.135,128.054,0,healthy,1,True
machine_01,2026-09-10T19:32:17.401816,303.762,312.868,1445.875,48.53,128.279,0,healthy,1,True
machine_01,2026-09-10T19:32:47.401816,303.808,312.864,1436.241,48.033,128.7,0,healthy,1,True
machine_01,2026-09-10T19:33:17.401816,303.81,312.933,1434.03,48.307,128.968,0,healthy,1,True
machine_01,2026-09-10T19:33:47.401816,303.799,312.835,1435.66,48.308,129.536,0,healthy,1,True
machine_01,2026-09-10T19:34:17.401816,303.821,312.953,1441.232,48.456,129.593,0,healthy,1,True
machine_01,2026-09-10T19:34:47.401816,303.703,312.795,1446.734,48.02,130.069,0,healthy,1,True
machine_01,2026-09-10T19:35:17.401816,303.716,312.892,1438.336,48.407,130.292,0,healthy,1,True
